source,title,content,publish_time,url,symbol_or_subject
上交所/最新公告,晋西车轴2025年度营业收入扣除表的鉴证报告,晋西车轴2025年度营业收入扣除表的鉴证报告；证券代码：600495；证券简称：晋西车轴；公告类型：M_LC_BULLETIN,2026-04-03,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-03/600495_20260403_DSDI.pdf,600495
上交所/最新公告,晋西车轴2025年度涉及财务公司关联交易的专项说明,晋西车轴2025年度涉及财务公司关联交易的专项说明；证券代码：600495；证券简称：晋西车轴；公告类型：M_LC_BULLETIN,2026-04-03,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-03/600495_20260403_TVOA.pdf,600495
上交所/最新公告,晋西车轴独立董事2025年度述职报告（姚小民-已离任）,晋西车轴独立董事2025年度述职报告（姚小民-已离任）；证券代码：600495；证券简称：晋西车轴；公告类型：M_LC_BULLETIN,2026-04-03,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-03/600495_20260403_3A8Z.pdf,600495
上交所/最新公告,晋西车轴独立董事2025年度述职报告（王晓亮）,晋西车轴独立董事2025年度述职报告（王晓亮）；证券代码：600495；证券简称：晋西车轴；公告类型：M_LC_BULLETIN,2026-04-03,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-03/600495_20260403_71JG.pdf,600495
上交所/最新公告,晋西车轴独立董事2025年度述职报告（贾小荣）,晋西车轴独立董事2025年度述职报告（贾小荣）；证券代码：600495；证券简称：晋西车轴；公告类型：M_LC_BULLETIN,2026-04-03,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-03/600495_20260403_DJB4.pdf,600495
上交所/最新公告,晋西车轴董事会审计委员会2025年度履职情况报告,晋西车轴董事会审计委员会2025年度履职情况报告；证券代码：600495；证券简称：晋西车轴；公告类型：M_LC_BULLETIN,2026-04-03,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-03/600495_20260403_YBUN.pdf,600495
上交所/最新公告,国泰海通证券股份有限公司关于晋西车轴2025年度募集资金存放与使用情况的专项核查意见,国泰海通证券股份有限公司关于晋西车轴2025年度募集资金存放与使用情况的专项核查意见；证券代码：600495；证券简称：晋西车轴；公告类型：M_LC_BULLETIN,2026-04-03,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-03/600495_20260403_R68J.pdf,600495
上交所/最新公告,晋西车轴2025年度内部控制审计报告,晋西车轴2025年度内部控制审计报告；证券代码：600495；证券简称：晋西车轴；公告类型：M_LC_BULLETIN,2026-04-03,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-03/600495_20260403_3K40.pdf,600495
上交所/最新公告,晋西车轴2025年度募集资金存放、管理与使用情况专项报告的鉴证报告,晋西车轴2025年度募集资金存放、管理与使用情况专项报告的鉴证报告；证券代码：600495；证券简称：晋西车轴；公告类型：M_LC_BULLETIN,2026-04-03,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-03/600495_20260403_ES93.pdf,600495
上交所/最新公告,晋西车轴2025年度内部控制评价报告,晋西车轴2025年度内部控制评价报告；证券代码：600495；证券简称：晋西车轴；公告类型：M_LC_BULLETIN,2026-04-03,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-03/600495_20260403_HHUN.pdf,600495
